pmid,geneId,diseaseId
22547706,6372,D001424
22547706,7124,D007249
22547706,58484,D001424
22547706,58484,D001996
22547706,58484,D007153
22547706,58484,D007239
22547706,58484,D007249
22547706,58484,D007710
22547706,58484,D007877
22547706,58484,D010534
22547706,58484,D011014
22547706,58484,D011552
22547706,114548,D007249
22547706,100009129,D001168
22566904,920,D007239
22566904,920,D007592
22566904,1154,D001327
22566904,1154,D007249
22566904,1154,D009369
22566904,1154,D050197
22566904,3458,D007239
22566904,3458,D014123
22566904,3458,D014376
22566904,3458,OMIM:202370
22566904,3497,D001249
22566904,3497,D007938
22566904,3553,D007249
22566904,3569,D001168
22566904,3569,D004342
22566904,3569,D007153
22566904,3569,D007239
22566904,3569,D007249
22566904,3569,D009369
22566904,3569,D014123
22566904,3605,D007239
22566904,3605,D007249
22566904,3605,D007592
22566904,3605,D050197
22566904,3717,C563918
22566904,3717,D000860
22566904,5897,D003092
22566904,5897,D007153
22566904,6772,D007249
22566904,6772,D017093
22566904,6772,D056486
22566904,6774,D001168
22566904,6774,D001172
22566904,6774,D003093
22566904,6774,D003424
22566904,6774,D007153
22566904,6774,D007410
22566904,6774,D009369
22566904,6774,D019446
22566904,6774,D056486
22566904,7040,D007153
22566904,7124,D007239
22566904,7124,D009369
22566904,7428,C563918
22566904,7428,D000860
22566904,8651,C536528
22566904,8651,C563918
22566904,8651,D000860
22566904,8651,D001249
22566904,8651,D001327
22566904,8651,D003092
22566904,8651,D003872
22566904,8651,D006526
22566904,8651,D007239
22566904,8651,D007249
22566904,8651,D007635
22566904,8651,D007938
22566904,8651,D008206
22566904,8651,D008223
22566904,8651,D009369
22566904,8651,D013163
22566904,8651,D014123
22566904,8651,D014376
22566904,8651,D017093
22566904,8651,D019142
22566904,8651,D056486
22566904,8651,D063646
22566904,8651,OMIM:202370
22566904,9021,C563010
22566904,9021,D001168
22566904,9021,D001249
22566904,9021,D001327
22566904,9021,D003876
22566904,9021,D004342
22566904,9021,D004681
22566904,9021,D004802
22566904,9021,D006505
22566904,9021,D007153
22566904,9021,D007154
22566904,9021,D007239
22566904,9021,D007249
22566904,9021,D007592
22566904,9021,D009369
22566904,9021,D014123
22566904,9021,D019446
22566904,9021,D050197
22566904,9021,D056486
22566904,20307,D009369
22566904,50943,D003092
22566904,51497,C536528
22566904,51497,D001327
22566904,51497,D003092
22566904,51497,D005776
22566904,51497,D007153
22566904,51497,D007239
22566904,51497,D007635
22566904,51497,D056486
22566904,111343,D007592
22740686,5133,D001102
22740686,5133,D008569
22740686,5133,D009369
22740686,5133,D010300
22740686,5133,D012175
22740686,5133,D018198
22740686,396868,D010300
22740686,100151744,D010300
22740686,100737380,D011125
22787480,5816,D001927
22787480,5816,D001930
22787480,5816,D003324
22787480,5816,D007511
22787480,5816,D020244
22815926,2670,D013119
22815926,3553,D020521
22815926,4133,D007635
22815926,4133,D009410
22815926,4133,D013119
22815926,6505,D010300
22815926,6855,D007635
22815926,6855,D009410
22815926,6855,D013119
22815926,7124,D020521
22815926,55821,D000070642
22815926,55821,D003929
22815926,55821,D007635
22815926,55821,D009410
22815926,55821,D009422
22815926,55821,D013119
22815926,55821,D015417
22815926,55821,D020426
22815926,55821,D059348
22815926,195046,D000070642
22815926,195046,D007635
22815926,195046,D009410
22815926,195046,D010300
22815926,195046,D013119
22815926,195046,D015417
22815926,195046,D020426
22815926,195046,D020521
22815926,195046,D059348
22829783,4236,D011488
22829783,4236,D012734
22829783,11338,D012734
22829783,54346,D000014
22829783,173613,D000014
22829783,181784,D000014
22829951,2943185,D018173
22829951,2943186,D018173
22988441,142,C537512
22988441,142,D001249
22988441,142,D003550
22988441,142,D006948
22988441,142,D007239
22988441,142,D007249
22988441,142,D008171
22988441,142,D012769
22988441,142,D055370
22988441,820,D007249
22988441,1080,C537512
22988441,1080,D003550
22988441,1080,D007239
22988441,1080,D007249
22988441,1080,D010195
22988441,1080,D012131
22988441,15511,C537512
22988441,15511,D012769
22988441,260431,D001249
22988441,260431,D008171
22988441,260431,D055370
23022873,2736,D007938
23023860,164091,C000656865
23225887,3553,D007249
23225887,7099,D064420
23267373,6863,D006261
23267373,6863,D013035
23267373,6863,D052016
23308079,325,D007239
23308079,925,D006475
23308079,925,D007239
23308079,925,D019337
23308079,947,D007239
23308079,947,D009378
23308079,1401,C538213
23308079,3458,C538213
23308079,3458,D006475
23308079,3576,D006475
23308079,3576,D014766
23308079,3586,D007239
23308079,3936,D007239
23308079,5133,D004194
23308079,5133,D014766
23308079,7097,D007239
23308079,51497,C538213
23308079,51497,D006475
23308079,51497,D014766
23336013,3630,D002340
23336013,3630,D003324
23336013,3630,D003643
23336013,3630,D003920
23336013,3630,D006973
23336013,3630,D008659
23336013,3630,D009765
23336013,3630,D012640
23336013,3630,D050171
23336013,3630,D063766
23352838,43,D005198
23384018,242,C536528
23384018,488,D016506
23384018,2706,C536168
23384018,3857,D017488
23384018,7051,C536528
23384018,10804,C536168
23384018,26154,C536528
23384018,27032,D016506
23384018,59344,C536528
23384018,126410,C536528
23384018,348938,C536528
23468924,5158,C566719
23468924,5158,D007153
23468924,5158,D012162
23468924,5158,D012173
23468924,6010,D012162
23468924,15289,D003556
23468924,57369,C538365
23468924,57369,C566719
23468924,57369,D000070642
23468924,57369,D007511
23468924,57369,D012162
23468924,57369,D012173
23468924,57369,D014947
23506384,5020,D000072861
23506384,5020,D000326
23506384,5020,D001321
23506384,5020,D002659
23506384,5020,D007029
23506384,5020,D010554
23506384,5020,OMIM:300082
23506384,64222,D001321
23506384,391723,D001321
23506384,391723,D007805
23579757,722,D001778
23579757,722,D001847
23579757,722,D004342
23579757,722,D005355
23579757,722,D007239
23579757,722,D009369
23579757,722,D009386
23579757,722,D011542
23579757,722,D050723
23579757,2147,D001778
23579757,2147,D004342
23579757,2147,D009369
23579757,57379,D001847
23579757,57379,D011542
23579757,57379,D050723
23588304,1312,D006311
23588304,1312,D009369
23588304,1312,D034381
23588304,7172,D006311
23588304,7172,D009369
23588304,7172,D034381
23588304,7172,D064420
23588304,8714,D006311
23588304,8714,D008175
23588304,8714,D009369
23588304,8714,D034381
23588304,8714,D064420
23588304,442197,D034381
23589626,1800,D018268
23589626,2307,D018268
23589626,3226,D018268
23589626,4222,D018268
23589626,50636,D018268
23589626,56203,D018268
23589626,64129,D018268
23589626,84676,D018268
23589626,84700,D018268
23589626,84818,D018268
23589626,126820,D018268
23589626,197370,D018268
23589626,202915,D018268
23634903,999,D009369
23634903,3814,D009369
23634903,3853,D009369
23634903,3853,D011471
23634903,4089,D009369
23634903,4790,D009369
23634903,5728,D009369
23634903,7040,D009369
23634903,10397,D002277
23634903,10397,D007680
23634903,10397,D009369
23634903,10397,D010051
23634903,10397,D010190
23634903,10397,D011471
23736079,7295,D002908
23736079,7295,D009369
23736079,296234,D001281
23736079,296234,D064420
23736079,108351137,D000860
23761016,5080,D015783
23761016,5080,D017624
23761016,5954,D008850
23761016,5954,D015783
23761016,6281,D015783
23761016,7490,D009396
23761016,7490,D015783
23761016,7490,D017624
23762114,207,D007680
23762114,207,D007938
23762114,207,D008545
23762114,596,D007680
23762114,596,D007938
23762114,596,D008545
23762114,836,D007680
23762114,836,D007938
23762114,836,D008545
23762114,5594,D007680
23762114,5594,D007938
23762114,5594,D008545
23762114,6622,D000544
23762114,6622,D003643
23762114,6622,D009410
23762114,6622,D010300
23762114,6622,D020258
23762114,6647,C564093
23762114,6647,C565957
23762114,6647,D000544
23762114,6647,D000690
23762114,6647,D001523
23762114,6647,D006331
23762114,6647,D010243
23762114,6647,D010300
23762114,6647,D016472
23762114,6647,D019636
23762114,6647,D028361
23762114,6647,D066263
23762114,23435,D001523
23762114,23435,D006331
23762114,23435,D028361
23822584,3359,D001260
23822584,3359,D004342
23822584,9177,D001260
23822584,9177,D004342
23822584,109523,C536483
23822584,109523,D000275
23822584,109523,D000437
23822584,109523,D001260
23822584,109523,D003072
23822584,109523,D004342
23822584,109523,D010146
23822584,109523,D011537
23840664,3569,D001778
23840664,3569,D007249
23840664,3569,D050197
23898467,1361,D007153
23898467,5054,D001424
23898467,5054,D007153
23898467,5054,D007239
23898467,5054,D011014
23898467,5054,D018805
23898467,5054,D050197
23898467,5327,D009336
23898467,5328,D009336
23898467,5340,D001424
23898467,5340,D009369
23898467,5340,D010930
23898467,5340,D050197
23898467,13917718,C536528
23898467,13917718,C565785
23898467,13917718,D007153
23898467,13917718,D010930
23898467,13917718,D011014
23898467,13917718,D017093
23898467,13917718,D018805
23898467,13917718,D025861
23898467,100009401,D011014
23936452,759,D000647
23940823,1649,D010146
23940823,5617,D008223
23940823,5617,D016543
24003385,5741,D000309
24003385,5741,D001249
24015288,833768,D028361
24016799,18669,D007239
24016799,18669,D008171
24053333,5970,D015459
24069431,1543,D000077192
24069431,1543,D002294
24069431,1543,D008175
24069431,1571,D000077192
24069431,1571,D002294
24069431,6317,D000077192
24069431,6317,D002294
24080184,207,D000275
24080184,207,D006331
24080184,948,D000275
24080184,948,D003920
24080184,948,D004194
24080184,948,D006331
24080184,948,D007249
24080184,948,D008659
24080184,948,D009202
24080184,948,D009765
24080184,948,D015430
24080184,948,D050171
24080184,3329,D003920
24080184,3630,D000275
24080184,3630,D002318
24080184,3630,D002386
24080184,3630,D003920
24080184,3630,D004194
24080184,3630,D005234
24080184,3630,D006331
24080184,3630,D006980
24080184,3630,D006984
24080184,3630,D007249
24080184,3630,D008659
24080184,3630,D009765
24080184,3630,D050171
24080184,5166,D004194
24080184,6548,D000275
24080184,6548,D002318
24080184,6548,D003920
24080184,6548,D004194
24080184,6548,D005234
24080184,6548,D005355
24080184,6548,D006331
24080184,6548,D006332
24080184,6548,D006333
24080184,6548,D006973
24080184,6548,D006980
24080184,6548,D006984
24080184,6548,D007238
24080184,6548,D007511
24080184,6548,D008103
24080184,6548,D008659
24080184,6548,D009203
24080184,6548,D015427
24080184,6548,D015430
24080184,6548,D058186
24080184,9497,D006332
24080184,27063,D003920
24080184,200539,D003920
24117827,207,D001168
24117827,207,D001172
24117827,207,D001327
24117827,207,D007249
24117827,1437,D005921
24117827,1991,D004487
24117827,1991,D008171
24117827,2268,D007249
24117827,3553,D007249
24117827,3553,D014657
24117827,3576,D008181
24117827,3576,D009503
24117827,3576,D014657
24117827,3635,D001168
24117827,3635,D001172
24117827,3635,D001327
24117827,3635,D007153
24117827,3635,D007249
24117827,3635,D010003
24117827,3635,D014657
24117827,3635,D019446
24117827,3684,D008181
24117827,3689,D008181
24117827,4067,D000267
24117827,4067,D001327
24117827,4067,D005921
24117827,4067,D007249
24117827,4067,D058186
24117827,4353,D005921
24117827,4353,D007249
24117827,4353,D009393
24117827,4353,D014657
24117827,5293,D001168
24117827,5294,D001168
24117827,5294,D005921
24117827,5294,D007153
24117827,5294,D014657
24117827,5657,D001172
24117827,5657,D007249
24117827,5657,D014657
24117827,5879,D001168
24117827,5879,D001172
24117827,5880,C535887
24117827,5880,C563010
24117827,5880,C564275
24117827,5880,D001168
24117827,5880,D001172
24117827,5880,D001327
24117827,5880,D003424
24117827,5880,D007249
24117827,5880,D009103
24117827,5880,D014657
24117827,5880,D018370
24117827,6387,D005921
24117827,7124,D001172
24117827,7124,D004487
24117827,7124,D008171
24117827,7412,D008181
24117827,7852,C564275
24117827,7852,D005921
24117827,10242,D008181
24117827,10673,D001172
24117827,387173,D001168
24117827,387173,D007249
24143102,404677,D002318
24143102,404677,D008944
24143102,404677,D012559
24143102,404677,D050197
24143102,404677,D054144
24152380,7422,D006130
24160453,3952,D009765
24160453,3952,D015430
24160453,3952,D021081
24160453,3952,D050171
24160453,5770,D009765
24160453,5770,D021081
24186967,920,D009205
24186967,958,D009205
24186967,2015,D004194
24186967,2015,D007249
24186967,3684,D004194
24186967,3684,D007238
24186967,3684,D007249
24186967,3684,D020257
24186967,3687,D020257
24186967,4360,D007238
24186967,4360,D007511
24186967,4624,D009205
24186967,5132,D007238
24186967,5788,C565785
24186967,5788,D005355
24186967,5788,D007249
24186967,6357,D009203
24186967,546644,D004194
24186967,546644,D007238
24186967,546644,D007249
24186967,729230,D009203
24192011,3039,D003920
24307910,9360,D009369
24373538,361,D004660
24373538,361,D009187
24373538,361,D009471
24373684,931,D004485
24373684,1136,D001982
24373684,3558,D012135
24373684,3565,D012135
24373684,3576,D012135
24373684,3586,D012135
24373684,3952,D004342
24373684,3952,D009765
24373684,4049,D004485
24373684,6362,D003876
24373684,51087,D004342
24373684,51087,D007239
24373684,59067,D003876
24400092,581,D006475
24400092,8678,D006475
24400092,10533,D006475
24400092,23626,C536875
24400092,54514,D006475
24400092,84557,D006475
