pmid,geneId,diseaseId
32281668,1401,C000657245
31412075,2147,D009369
31412075,2147,D005198
27785854,3267208,D064420
27785854,3267210,D064420
27506764,735275,D009136
27506764,1756,D009136
30365064,3985,D009845
30365064,55124,D009845
25491605,5578,D010049
25491605,5578,D007247
32211513,6712,D002526
32205092,3717,D003643
32335068,183,C000657245
32335068,183,D012128
32335068,183,D012772
29809055,4282,D007249
25940564,7276,D003643
25940564,7276,D064420
32333644,3815,C000657245
30709862,3164,D009369
30796730,100532204,D044342
30796730,100532204,D011014
30796730,100532204,D007409
30796730,100532204,D004342
30796730,100532204,D003141
30796730,100532204,D018805
26061049,1030,D056735
20633576,24,D049310
32335068,285,D007239
28689374,9356,D064420
28689374,9376,D064420
28689374,5452,D007674
28689374,9356,D007674
28689374,9376,D007674
32335068,285,C000657245
32335068,285,D012772
28291107,9214,C536528
28291107,51316,C536528
32335068,183,D012769
32335068,285,D012769
29809055,4282,D007239
14710238,2315,D008545
26951071,26160,D009362
26951071,26160,D018253
26951071,26160,D009369
26412311,7295,D007674
26412311,4282,D007674
31293647,100124700,D002289
31293647,100124700,D001523
27222925,5354,D003711
27222925,5354,D020371
27222925,5354,D009461
22178269,7422,D006526
22178269,7040,D006526
22178269,7422,D006528
22178269,975,OMIM:617394
22178269,975,D000860
22547706,834,D007877
22547706,58484,D007877
16333304,3621,D001943
16333304,118471,D001943
16333304,308,D001943
25946018,7099,D002006
29596489,6198,D014842
22337246,4513,D001172
22337246,4513,D000437
22337246,4513,D007037
20633576,215,D008107
20633576,215,D003550
20633576,215,D000326
20633576,215,C537345
20633576,64240,D003550
20633576,64240,D000326
20633576,64240,C537345
20633576,8647,D003550
20633576,8647,D000326
20633576,8647,D008107
20633576,8647,C537345
20633576,1080,D003550
20633576,1080,D000326
20633576,10058,D030342
23336013,3630,D009765
26552017,159371,D012002
26552017,8662,D012735
26552017,8662,D012002
26552017,8662,D000275
26552017,8662,D014627
26552017,159371,D014719
26552017,159371,D000275
26552017,159371,D005402
26552017,159371,D014627
14710238,929,D011125
22547706,58484,D001424
23225887,3553,D007153
23225887,114548,D007153
29968748,5245,D004827
29809055,4282,D014376
29809055,4282,D014397
25043992,3553,D011125
30873191,2539,D008607
27364353,627,D000755
27364353,4908,D000755
19191756,2099,D001943
30621047,4015,D004342
30621047,4015,D001791
31000713,22835,D007249
25491605,5581,D010051
25491605,5580,D010051
25491605,5578,D010051
32354045,60674,C538614
21985690,6532,D009771
18752632,23405,D011471
18752632,23405,D011472
18752632,23405,D019048
18752632,23405,D011125
18752632,23405,D000077192
19818716,9817,D009369
19818716,3551,D009369
19818716,4780,D009369
18752632,23405,D009369
19818716,8452,D009369
19818716,9978,D009369
19818716,9817,D001943
19818716,3551,D001943
30906313,56132,D009223
26000277,7276,D052256
26000277,7276,D013901
26000277,7276,D010146
26000277,7276,D002349
26000277,7276,D002493
26000277,7276,D018908
19818716,3576,D009369
27843468,4437,D005776
32321856,8673700,D064420
27956798,284,D008107
27956798,284,D005355
32341442,59272,C000657245
32341442,10332,C000657245
29160859,175,D009072
32205092,3717,C000657245
26852130,672,D061325
26852130,675,D061325
27306994,1213,D015140
27596437,387164,D007249
27596437,387173,D007249
27596437,751557,D007249
24708774,102176727,D005211
20633576,24,D012164
20633576,24,D000080362
20633576,6785,C535805
19059699,7066,D013921
19059699,4352,D013921
19059699,4352,C535982
27070462,7157,D009369
19059699,4352,D011696
30282812,1111,D012512
31890722,43565,D028361
31890722,43565,D007249
27576869,2539,D007567
32354045,60674,D009369
32354045,60674,D001749
31890722,43565,D000163
31890722,43565,D015658
24016799,18669,D007239
24016799,18669,D008171
22421041,94,D000783
22421041,94,D009369
30024510,2678,D002318
25946018,3569,D002006
30261172,2147,D001008
30261172,13130,D001008
28837387,4763,D019958
28837387,4763,D001321
22547706,58484,D007249
32362813,351,D009461
28837387,4763,D010146
28837387,4763,D003072
28837387,4763,D012640
29740160,5079,D007938
29740160,8600,D007938
29740160,11433,D007938
32131898,5422,D000544
32171866,1401,D009133
32231330,1636,D055371
32231330,59272,D055371
28811962,4919,D064420
27281198,6323,D000544
27281198,6323,D004827
27281198,6323,D002493
24792912,3587,C535541
24792912,1524,D003092
24792912,3587,D003092
24792912,3587,D007153
24792912,3588,D007153
24792912,3588,D052016
24792912,50616,D052016
24792912,3587,D052016
27257560,57379,D009369
30365064,64344,D009765
28777375,598,D064420
28777375,581,D064420
32341442,59272,D006973
32339777,3605,D055370
32339777,3605,D001102
30468149,249,D007014
27403037,1234,D008180
31673964,5468,D044343
28150320,31,D012021
27403037,1235,D009393
27403037,6364,D009393
22187572,4513,D001249
32203104,2147,D001791
20677291,619501,D020246
32354045,60674,D012516
30428895,6558,D002575
30428895,6558,D010146
22740686,100737380,D011125
31890722,43565,C536439
26412311,7295,D011658
26412311,7295,D056486
26412311,4282,D011658
26412311,4282,D056486
26412311,7295,D012206
30884810,5208,D009362
30884810,5208,D013964
30884810,5208,D010051
30884810,100188953,D010051
27222925,5354,D009103
22178269,619501,D008107
22178269,619501,D006526
22178269,619501,D009362
22178269,7040,D009369
21983962,54583,D007511
26716506,9564,D001943
26716506,2064,D001943
26716506,2064,D009369
28465628,3458,D050197
22787480,5816,D001930
27956798,285,D019698
27956798,285,D005355
25964797,6334,D020945
27525306,3082,D011535
32335068,285,D000309
32335068,1636,D012128
32335068,285,D012128
32335068,59272,D055370
32335068,285,D055370
30062756,10178,D009369
30261172,80834,D009765
20633576,24,D006009
29849496,7124,D005355
29849496,3569,D005355
29849496,3569,D011014
22988441,142,D003550
32359080,3569,D008171
21352476,79139,D009410
21352476,9709,D009410
21352476,9695,D009410
29527287,7157,D008175
27596437,7099,D001281
27596437,7132,D001281
32291137,3565,C000657245
32291137,3565,D018352
23384018,7051,C536528
23384018,242,C536528
23384018,26154,C536528
23384018,348938,C536528
23384018,126410,C536528
32313880,5058,D004194
32313880,5058,D009369
32313880,5058,D001102
32313880,5058,D015658
32313880,5058,C000657245
22178269,56925,D006528
18752632,10859,D005909
32362813,23621,D000275
28713378,7124,D003920
19818716,3551,D007249
29849496,7166,D005355
19818716,9817,D008175
19818716,9817,D005706
23940823,1649,D010146
23940823,5617,D008223
23940823,5617,D016543
26844115,1401,D009765
32148991,5617,D012559
29581609,6094,D016063
30428326,820,D009369
30428326,23266,D009369
25940564,7276,D009202
25940564,335,D002357
29563864,5595,D064420
29563864,1432,D064420
29563864,5599,D064420
29563864,5594,D064420
29160859,57674,D004194
19059699,16187,D005198
28689374,2678,D007674
28689374,112939,D005198
28689374,9356,D005198
28689374,9376,D005198
27403037,58191,D008180
27403037,3627,D008180
32291137,3569,D003643
32291137,3569,C000657245
32034638,59272,D055371
20806040,2195,C536342
20806040,2195,D004194
15354209,6401,D014842
15354209,7450,D014842
22547706,3553,D012871
22547706,3553,D034721
22547706,3605,D007589
22547706,3605,D001424
23634903,10397,D011471
23634903,10397,D010190
22547706,3553,D018366
22547706,2921,D018366
23634903,10397,D009369
32264889,1739,D009369
19113831,354,D011471
28883914,5016,C537182
30949053,3630,D010195
30949053,10800,D050197
30949053,3630,D050197
22566904,7428,C563918
22566904,8651,C563918
22566904,3717,C563918
23898467,13917718,D011014
32233935,183,D016638
19813621,596,D009369
31797087,672,D009369
29955035,6596,D063646
29955035,6596,D009369
25700381,260431,D003550
27070462,7157,D007153
24186967,4624,D009205
24186967,958,D009205
24186967,920,D009205
26412311,4151,D058186
26412311,4151,D009212
24650018,3553,D005234
26412311,4282,D012206
22566904,1154,D001327
26061049,8315,D009127
26061049,51411,D009127
26061049,27072,D056735
27390464,54681,D011041
29563864,598,D009410
29563864,6622,D020258
27506764,735275,C538496
27506764,96459,C538496
30062756,29126,D008382
27485030,944569,D006509
24884708,9771,D003643
32354045,60674,D013274
32354045,2475,D013274
29740160,1773,C535563
30884810,673,D001523
30884810,8030,D001523
30884810,7015,D013959
26796641,1024,D007674
26796641,1024,D015179
26796641,23097,D007674
26796641,23097,D015179
26796641,1856,D007674
26796641,1856,D015179
26796641,1499,D007674
26796641,1499,D015179
22815926,4133,D007635
22815926,6855,D007635
22815926,4133,D013119
22815926,6855,D013119
32359080,59272,D001102
31159885,1760,D020967
21147502,2064,D013274
21147502,2064,D009369
31159885,7555,D009223
31852336,5621,D034081
28465628,7124,D007249
32279908,59272,C000657245
32279908,59272,D007239
24080184,6548,D004194
24080184,948,D004194
30123704,2158,D009369
28277979,6615,C537985
22178269,7422,D009369
29809055,4282,D003141
31114454,6317,D002575
25273894,5243,D015799
25273894,8714,D015799
25273894,9429,D015799
20633576,9429,D000080362
26053248,916,D003711
26053248,916,D007249
32234467,3569,D064420
32234467,3569,D007249
32234467,3569,D001172
32234467,3569,D008180
32234467,7039,D007249
32234467,7039,D001172
32234467,7039,D008180
31852336,2047,D034081
27596437,55512,D052536
26410082,1956,D009362
25825024,668542,D016301
22178269,1244,D011535
26410082,5307,D009369
29937924,983,D004751
29937924,891,D004751
30349541,16187,D001327
19818716,8452,D008175
19818716,9978,D008175
19818716,9817,D009422
19818716,9978,D009422
19818716,8452,D009422
19818716,4790,D009422
19818716,8452,D001943
19818716,9978,D001943
19818716,4790,D001943
19818716,9817,D006528
19818716,9817,D004938
19818716,8452,D006528
19818716,8452,D004938
32341442,183,C000657245
30349541,3562,D001327
30349541,868,D001327
28777375,598,D003643
30906313,791531,D009223
26410082,55294,D009369
26410082,2195,D009369
23736079,296234,D001281
26844115,3586,D007249
30282812,200186,C563168
30282812,1111,C563168
30282812,1978,C563168
20633576,6785,D008268
20633576,6785,D000013
28291107,51316,D018805
21352476,891,D009410
21352476,890,D009410
21352476,57018,D009410
21352476,905,D009410
21352476,996,D009410
21352476,8621,D009410
21352476,2353,D009410
21352476,2354,D009410
21352476,3725,D009410
21352476,3726,D009410
31546546,9463,D014786
32291137,7291,D018805
25273894,56925,D064420
29979707,10645,D009369
29979707,10645,C536227
29979707,10645,D001855
29979707,4778,C563010
29979707,4778,C536778
25825024,668542,D001172
25940564,3553,D002357
30906313,2353,D009223
29849496,4353,D002779
23634903,4733,D011471
32226348,3558,D000506
27222925,5354,D007249
27222925,5354,D009410
27222925,5354,D030342
26936326,10079,D005355
26936326,207,D005355
29740160,10113,C536227
22566904,8651,D007239
22566904,3458,D007239
22566904,8651,D007249
22566904,8651,D014376
22566904,8651,D014123
22566904,3458,D014123
29849496,7166,D011658
23898467,5340,D009369
23898467,13917718,C565785
23898467,13917718,D010930
23898467,13917718,D017093
23267373,6863,D052016
23267373,6863,D006261
32341442,7113,D010195
31852336,5621,D009447
31274189,2539,D006461
31274189,2539,D005955
19168076,4879,D008545
19168076,7474,D009369
25143772,100379198,D004827
25143772,100379198,D001523
28811962,4919,D021441
28811962,930,D021441
24186967,6357,D009203
24186967,729230,D009203
32335366,3630,D003920
26936326,10079,D007249
26936326,10079,D020244
26936326,4790,D020244
26936326,10079,D002545
26936326,7124,D002545
26936326,3569,D002545
28811962,930,D064420
28811962,104066,D064420
29207974,1056,D003920
25700381,1080,D003550
25700381,100508689,D003550
23761016,5080,D017624
23761016,7490,D017624
23761016,5080,D015783
31039423,387140,D020919
31039423,387140,C536572
20633576,11319,D049310
32362813,351,D000544
28465628,968,D050197
28465628,348,D050197
28811962,4919,D010195
28811962,930,D009369
31673964,2195,D003866
31673964,100532204,D003866
31673964,100512730,D003866
32362813,2041,D009461
30987660,3880,D009369
30349541,4155,D010243
30349541,4340,D010243
30349541,5354,D010243
32226348,5133,D009369
32226348,1493,D009369
32226348,3596,D003876
32226348,3566,D003876
31541124,106455434,D003141
25946018,7099,D007239
31274189,2539,D016780
32317153,441061,C000657245
31890722,43565,D006973
29551768,898,D008107
28465628,3950,D050197
28465628,3383,D050197
28465628,6347,D050197
21147502,10327,D006816
21147502,282665,D006816
32244779,7113,D018352
24080184,3329,D003920
24080184,6548,D003920
24080184,3630,D003920
24080184,948,D003920
22521993,84245,D009369
21318045,80777,D020191
21318045,91851,D020191
21318045,9734,D020191
27880818,27344,D005198
28811962,652070,D064420
27281198,6323,D010146
27880818,6566,D007662
30062756,29126,D009362
24143102,404677,D012559
31293647,6098,D008175
27880818,7157,D009369
28604785,100127147,D007249
28604785,100127147,D003922
28837387,4763,D009461
28837387,4763,D012678
27790004,4512,D014456
27790004,495,D014456
22829783,4236,D012734
22829783,11338,D012734
28465628,6376,D007238
28465628,1636,D007238
31039423,406991,D019337
20633576,9429,D012164
27596437,2597,OMIM:614389
27596437,7316,OMIM:614389
26316238,2488,D007029
31673964,2195,D011502
30024510,22796,D015228
26410082,5290,D009369
26410082,2064,D001943
26410082,2064,D060050
24650018,2875,D017093
24650018,3553,D056486
26338969,5055,D009369
19818716,8452,C563003
19818716,9817,C563003
19818716,9978,C563003
19818716,3551,C563003
19818716,7124,C563003
16781449,3458,D001102
16781449,6772,D001102
16781449,4843,D001102
32203104,5034,D064420
22373102,9370,D050197
22373102,4982,D050197
22373102,9370,D003920
22373102,4982,D003920
28150320,31,D001008
28150320,31,D006948
30956762,925,D009369
30956762,5551,D009369
10579720,287,D018908
19191756,2796,D009362
19191756,2796,D011471
10579720,109676,D009140
10579720,268,D053447
28837387,4763,D000067404
32359080,59272,D001327
26316238,2488,D010049
32264922,183,C000657245
27247945,81,D007674
27247945,81,D012598
32244779,4170,D018352
29050215,8664,D009369
29050215,6009,D009369
30349541,54476,D001327
30349541,940,D001327
27403037,7852,D000309
27306994,1213,C565753
25700381,260431,D004342
25700381,260431,D001249
32339777,3605,D007249
32339777,3605,C000657245
32339777,3586,D007249
32339777,3586,C000657245
22310813,920,D000163
20806040,6785,D012162
23468924,57369,D014947
29740160,8600,D016301
26936326,2806,D005355
24117827,4353,D014657
24117827,4353,D009393
31114454,6317,D009369
31114454,6317,D002294
30542420,7096,D000079690
25405347,7126,D006973
20139964,778,D001766
31321292,19012,D058625
31321292,5817,D058625
26716506,2064,D001523
26716506,5979,D001943
26716506,5979,D001523
24160453,5770,D021081
24160453,3952,D021081
24143102,404677,D054144
27956798,284,D019698
31673964,396832,D000860
31673964,397086,D000860
31673964,396696,D000860
19367282,4255,D009362
19367282,4255,D064420
26936326,3162,D005355
26936326,1432,D005355
26936326,207,D000860
26936326,6502,D000860
26936326,1027,D000860
26936326,10079,D000860
29740160,25,C535563
29740160,613,C535563
31797087,672,D010051
29849496,7166,D010523
22740686,396868,D010300
22740686,5133,D010300
25551576,11006,D019636
25551576,1437,D019636
25551576,11006,D007249
25551576,1437,D007249
32335366,59272,D012128
32335366,6524,D003920
32226348,54474,D003874
32226348,54474,D064420
22815926,4133,D009410
26412311,7295,D005198
30706071,2186,D009369
28465628,6404,D050197
28465628,1524,D050197
20541258,2796,D017359
20541258,93659,D017359
20541258,734226,D017359
26412311,4282,D058186
32310621,290,D007239
19191756,2796,D007029
32364011,59272,C000657245
32364011,59272,D007239
30024510,2678,D009203
29050215,1822,D053632
32211513,10273,D013132
29104337,10678,D000275
26243863,2064,D009369
32131898,7416,D000544
32362813,351,D064420
32362813,1742,D064420
26852130,675,D018567
32203104,5034,D008641
32203104,5034,D000071069
32203104,5034,D014657
32203104,5034,D000755
32203104,2811,D008641
32203104,2811,D000071069
32203104,2811,D014657
32203104,2811,D000755
31293647,100750225,D002289
29551768,8517,D008107
29551768,8517,D007249
30282812,836,D012512
24080184,9497,D006332
24080184,6548,D006332
28465628,729230,D007249
28465628,1524,D007249
28465628,20307,D009336
28465628,20307,D007238
28465628,4057,D003643
28465628,301,D003643
27070462,820,D009369
31114454,6317,D003643
32131898,759,D000544
21483654,23411,D015179
25430415,2099,D010024
26316238,7422,D010051
26316238,2488,D010051
26243863,3845,D015179
32203104,5034,D003920
32203104,5034,D007511
29563864,51761,D019636
30571509,10486,D006333
30571509,10486,D011014
29551768,8517,D009369
29551768,898,D009369
24650018,2875,D056486
24650018,2875,D005234
28777375,598,D009369
28777375,581,D003643
28777375,56925,D020258
28777375,598,D020258
27843468,2629,D016464
27843468,2629,D005776
32354045,60674,D006323
28277979,221656,C537985
28277979,84656,C537985
28150320,31,D016584
28277979,23028,D015470
28277979,221656,D015470
21816639,9028,D009369
20541258,50649,D017359
20541258,4257,D017359
20541258,970,D017359
20541258,9180,D017359
20541258,5008,D017359
20541258,386653,D017359
20541258,6369,D017359
27125496,56925,D005198
23579757,722,D050723
23579757,57379,D050723
25905096,156110,D012857
29551768,898,D007249
29955035,10855,D012509
29955035,10855,D009369
29955035,10855,D019337
32316063,2244,C000657245
29955035,10855,D009362
31324753,2064,D009369
31324753,2064,D001943
30200437,759,D005776
30282812,1654,D012512
21352476,4133,D020385
26852130,672,D001943
26852130,675,D001943
26852130,675,D010051
26412311,16059,D011535
24117827,5657,D007249
24117827,5657,D001172
24117827,10673,D001172
24117827,7124,D001172
24117827,3553,D007249
26000277,7276,D006987
32203104,5034,D007249
32203104,2152,D020246
26936326,10079,D008107
22566904,1154,D050197
22566904,1154,D009369
22566904,1154,D007249
28604785,100515955,D005736
28604785,100513738,D005736
21318045,91851,D006689
21318045,91851,D008223
31293647,3845,D000077192
31546546,9463,D007249
21926074,4342,D052256
27514748,1476,C537627
31143309,3077,D000740
27880818,4790,D009369
22566904,7124,D007239
22566904,920,D007239
22566904,9021,D006505
22566904,9021,D007154
22566904,111343,D007592
22566904,9021,D007592
22566904,3605,D007592
22566904,9021,D007249
22566904,9021,D050197
22566904,3605,D050197
29207974,4760,D003920
22566904,8651,D009369
28465628,5788,D000783
32233935,59272,D015212
29968748,5245,D020925
32244779,1915,D001102
32362813,351,D012421
27525306,3082,D008175
27525306,207,D001943
27525306,4790,D001943
32203104,5034,D030342
32203104,5034,D007153
32203104,5034,D019636
32226348,3558,D064420
31015328,887662,D004342
29849496,7040,D004194
27222925,5354,C537538
22815926,195046,D009410
22815926,55821,D009410
22815926,55821,D003929
22815926,55821,D009422
31832083,2169,D014947
31221168,367,D011471
24143102,404677,D002318
19191756,2796,D006620
19191756,2796,D050723
19191756,6240,D011471
19191756,6240,D006620
19191756,6240,D050723
24143102,404677,D050197
28837387,1808,D010146
28837387,1808,D006930
21352476,836,D009410
25657186,4318,D020521
25657186,4879,D020521
25657186,6285,D020521
25657186,4908,D020521
25657186,5617,D020521
25657186,836,D020521
25657186,4318,D007511
32131898,10059,D028361
23762114,6647,D010243
23762114,6647,D000690
23762114,6647,D019636
32131898,10059,D000544
23634903,10397,D007680
23634903,10397,D002277
27956798,285,D009369
27956798,285,D008107
26316238,2796,D007027
26316238,2488,D007027
29050215,8662,D001749
23840664,3569,D050197
23840664,3569,D007249
25700381,90865,D001102
21388547,10273,D009101
29563864,6622,D004194
24650018,29108,D005234
24650018,834,D005234
28724946,192,D007676
19367282,4255,D008545
19367282,4255,D009369
19367282,4255,D001855
26796641,7015,D002311
29493223,56925,D005198
32226348,3454,D008178
27956798,285,D008103
26844115,7124,D009336
26844115,3569,D009336
26844115,1401,D009336
30828298,6750,D018358
30828298,6750,D006323
32131898,23410,D028361
32131898,23410,D000544
30828298,6751,D009369
30828298,6750,D009369
29563864,598,D019636
29563864,6622,D028361
30956762,3902,D009369
30956762,50943,D009369
26410082,1956,D001943
10579720,109676,D009135
27403037,355,D007153
27403037,355,D011507
27403037,2833,D017099
27403037,2833,D004194
27403037,2833,D009393
27403037,2833,D008180
27403037,2833,D007153
23506384,5020,D007029
23506384,5020,D001321
24373684,59067,D003876
24373684,6362,D003876
23506384,5020,OMIM:300082
23506384,5020,D002659
23506384,5020,D000326
31747387,207,D009369
28811962,51251,D064420
25960081,2047,D007635
25960081,5599,D007635
25960081,1743,D007635
24797878,2030,D009369
29955035,10855,D013274
28811962,930,D010190
26410082,2475,D009362
24620788,404677,D012164
27880818,6236,D001260
28277979,23028,C535742
29393430,407015,D005355
30362061,6442,D003693
29393430,79727,D002294
29393430,79727,D009369
29955035,10855,D006504
29955035,10855,D002340
29955035,10855,D007249
30282812,4827,D012512
30282812,4827,D009369
32203104,5034,D002544
32203104,5034,D020521
31370350,6564,C562602
31143309,3077,D006432
31143309,3077,D030342
26936326,3162,D007249
26936326,10079,D001778
26936326,10079,D001791
26936326,10079,D013927
26936326,10079,D010146
26936326,3162,D012769
32316063,2244,D007239
21396159,3553,D007249
21396159,3557,D007249
21396159,6513,D007249
19367282,4255,D006402
27785854,5544,D064420
26796641,1024,D007249
32211513,10273,D001284
32211513,10273,D003072
32233935,59272,D000309
22829951,2943186,D018173
22829951,2943185,D018173
29207974,5078,D003920
22566904,8651,D001327
22566904,9021,D009369
22566904,9021,D001327
24307910,9360,D009369
26716506,2064,D009422
26716506,3320,D009422
26716506,3320,D001943
25405347,7124,C538228
27070462,820,D017093
22740686,5133,D001102
27790004,4513,D010003
27790004,4513,D001172
27525306,3082,D009362
27525306,255738,D009362
25825024,2209,D001168
29992029,6497,D008171
20058253,2064,D002609
32264889,1739,D063646
30709862,2064,D009369
21983962,54583,D007238
21983962,54583,D003643
21983962,54583,D003324
24003385,5741,D000309
24003385,5741,D001249
29551768,898,D056486
29551768,8517,D056486
29551768,7124,D006528
29551768,7124,D007249
29551768,5244,D006528
29551768,5244,D007249
29551768,3052,D006528
29551768,3052,D007249
29551768,7124,D009369
19191756,1588,D016301
31747387,51573,D013274
31747387,4904,D013274
32211513,10273,D007029
21281461,611,D006223
23762114,596,D007938
23762114,836,D007938
23762114,207,D007680
29551768,2875,D056486
29551768,9134,D056486
29551768,8517,D008103
24080184,3630,D004194
24080184,948,D000275
24080184,6548,D007511
21352476,4842,D001930
21352476,2936,D009410
28689374,6580,D020258
28689374,6580,D007674
28689374,6580,D006311
28689374,6582,D020258
28689374,6582,D007674
28689374,6582,D006311
32226695,50848,C000657245
24186967,5132,D007238
23588304,8714,D008175
23588304,8714,D006311
23588304,7172,D034381
23588304,7172,D009369
23588304,8714,D034381
23588304,7172,D064420
30024510,2678,D050197
30024510,2678,D012421
30024510,2678,D058226
30024510,2678,D001660
30024510,2678,D003643
27540513,1636,D011507
32313880,4513,D010146
20890968,42356,C557675
26844115,7124,D007249
24650018,4615,C538265
24650018,9447,C538265
29563864,441549,D009410
29563864,2668,D009410
29563864,23336,D009410
17630217,760,D000275
17630217,5566,D000275
30956762,51497,D002289
30956762,3458,D009369
30956762,3586,D009369
30956762,51497,D009369
30956762,3902,D000230
21483654,2100,D015179
21483654,2100,D003110
30282812,1978,D012512
27247945,81,D057770
22518954,1909,D009369
29220521,801901,D007896
32341442,1636,D007239
32341442,1636,C000657245
32341442,1636,D006973
32341442,59272,D007239
24797878,56925,D009369
21876700,2353,D004402
27078154,348,D003324
27078154,348,D003924
25960081,529,D007635
