pmid,geneId,diseaseId
28604785,100737874,D007249
26552017,159371,D012002
22988441,1080,D010195
26552017,8662,D012735
26552017,8662,D000275
26552017,159371,D014719
26552017,159371,D009369
26552017,159371,D014987
26552017,159371,D000275
26552017,159371,D005355
26552017,159371,D005402
26552017,159371,D014627
22547706,58484,D001424
29968748,5245,D004827
29809055,4282,D014376
29809055,4282,D014397
25043992,3553,D011125
30873191,2539,D008607
27364353,627,D000755
27364353,4908,D000755
19191756,2099,D001943
30621047,4015,D004342
30621047,4015,D001791
27880818,27344,D005198
31000713,22835,D007249
25491605,5581,D010051
25491605,5580,D010051
25491605,5578,D010051
32354045,60674,C538614
21985690,6532,D009771
18752632,23405,D000230
18752632,23405,D011471
18752632,23405,D011472
18752632,23405,D019048
18752632,23405,D011125
18752632,23405,D000077192
19818716,9817,D009369
19818716,3551,D009369
19818716,4780,D009369
19818716,8452,D009369
19818716,9978,D009369
19818716,4790,D009369
19818716,9817,D001943
19818716,3551,D001943
19818716,8452,D001943
19818716,9978,D001943
30906313,56132,D009223
19818716,3576,D009369
27843468,4437,D005776
32321856,8673700,D064420
27956798,285,D008107
27956798,285,D005355
27956798,284,D008107
27956798,284,D005355
32341442,10332,C000657245
25960081,2099,D008569
32205092,3717,C000657245
26852130,672,D061325
27306994,1213,D015140
27596437,387164,D007249
27596437,387173,D007249
27596437,751557,D007249
24810596,84897,D058186
24810596,7157,D058186
24708774,102176727,D005211
20633576,6785,C535805
19059699,7066,C535982
19059699,7066,D013921
19059699,4352,C535982
19059699,4352,D013921
27070462,7157,D009369
31890722,43565,D007249
31890722,43565,D028361
32354045,60674,D009369
27403037,633,D008180
27403037,7097,D008180
27403037,355,D008180
31890722,43565,D015658
31890722,43565,D000163
24016799,18669,D007239
24016799,18669,D008171
22421041,94,D009369
22421041,94,D000783
22421041,7422,D009369
22421041,7422,D000783
30024510,2678,D002318
22421041,2022,D013683
30261172,2147,D001008
30261172,13130,D001008
28837387,4763,D019958
28837387,4763,D001321
22547706,58484,D007249
22547706,2921,D007249
22547706,7124,D007249
22547706,3569,D007249
32362813,351,D009461
28837387,4763,D010146
28837387,4763,D003072
28837387,4763,D012640
29740160,5079,D007938
29740160,11433,D007938
32131898,5422,D000544
29207974,3172,D003920
29207974,6928,D003920
32171866,1401,D009133
32231330,1636,D055371
32231330,59272,D055371
28811962,4919,D064420
27281198,6323,D000544
27281198,6323,D004827
27281198,6323,D002493
27281198,6323,D001321
24792912,3586,C535541
24792912,1524,D003092
24792912,3587,D003092
24792912,3588,D007153
24792912,3587,D007153
27257560,57379,D009369
26622254,5286,D003128
30365064,64344,D009765
28777375,598,D064420
28777375,581,D064420
32341442,59272,D006973
32341442,59272,D006332
32341442,59272,D006333
32341442,1636,D006973
32341442,1636,D006332
32341442,1636,D006333
32341442,183,D006973
32341442,183,D006332
32341442,183,D006333
32341442,185,D006973
32341442,185,D006332
32341442,185,D006333
32339777,3605,D055370
32339777,3605,D001102
31114454,6317,D002575
27403037,1230,D008180
27403037,1234,D008180
27403037,968,D008180
31673964,5468,D044343
28150320,31,D012021
27403037,1235,D009393
27403037,6364,D009393
25405347,5177,D007249
26061049,1030,D056735
22187572,4513,D001249
32203104,2147,D001791
20677291,619501,D020246
32354045,60674,D012516
30428895,6558,D002575
21983962,54583,D005198
22740686,100737380,D011125
31890722,43565,C536439
26412311,7295,D011658
26412311,7295,D056486
26412311,4282,D011658
26412311,4282,D056486
26412311,7295,D012206
30884810,5208,D009362
30884810,5208,D013964
30884810,5208,D010051
30884810,100188953,D010051
27222925,5354,D009103
22178269,619501,D008107
22178269,619501,D006526
22178269,619501,D009362
22178269,7040,D009369
21983962,54583,D007511
26716506,9564,D001943
26716506,2064,D001943
26716506,9564,D009369
26716506,2064,D009369
20541258,970,D017359
20541258,2690,D017359
20541258,6369,D017359
20541258,9180,D017359
28465628,3458,D050197
30796730,100532204,D004067
24080184,6548,D015430
24080184,948,D015430
22787480,5816,D001930
27956798,284,D019698
27956798,285,D019698
25964797,6334,D020945
27525306,3082,D011535
32335068,285,D000309
32335068,59272,C000657245
32335068,59272,D055370
32335068,285,D055370
30062756,10178,D009369
30261172,80834,D009765
20633576,24,D006009
29849496,7124,D005355
29849496,3569,D005355
29849496,3569,D011014
22988441,142,D003550
32359080,3569,D008171
23762114,6647,D066263
21352476,79139,D009410
21352476,9709,D009410
21352476,9695,D009410
29527287,7157,D008175
27596437,7099,D001281
27596437,7132,D001281
32291137,3565,C000657245
32291137,3565,D018352
23384018,7051,C536528
23384018,242,C536528
23384018,59344,C536528
23384018,26154,C536528
23384018,348938,C536528
23384018,126410,C536528
22178269,56925,D006528
18752632,10859,D005909
32362813,23621,D000275
28713378,7124,D003920
19818716,3551,D007249
29849496,7166,D005355
19818716,9817,D008175
19818716,9817,D005706
19818716,4780,D005706
19818716,4780,D008175
23940823,1649,D010146
23940823,5617,D008223
23940823,5617,D016543
32341442,59272,D001102
32341442,183,D001102
26844115,1401,D009765
32148991,5617,D012559
29937924,619501,D009369
29937924,9212,D013274
29937924,9212,D007938
29937924,6198,D013274
29937924,6198,D007938
29937924,6138,D013274
29937924,6138,D007938
29937924,207,D013274
29937924,207,D007938
29937924,2475,D013274
29937924,2475,D007938
29581609,6094,D016063
30428326,820,D009369
30428326,23266,D009369
25940564,7276,D009202
25940564,335,D002357
29563864,5595,D064420
29563864,1432,D064420
29563864,5599,D064420
29563864,5594,D064420
29160859,57674,D004194
19059699,16187,D005198
19059699,7066,D005198
19059699,4352,D005198
28689374,2678,D007674
28689374,112939,D005198
28689374,9356,D005198
28689374,9376,D005198
27403037,3627,D008180
26053248,920,D044342
26053248,920,D003141
26053248,920,D018805
26053248,920,D011832
32291137,3569,D003643
32291137,3569,C000657245
32231330,183,C536530
32231330,183,D012128
32231330,59272,C536530
32231330,59272,D012128
32231330,1636,C536530
32231330,1636,D012128
32034638,59272,D055371
20806040,2195,C536342
20806040,2195,D004194
15354209,7422,D014842
15354209,7412,D014842
15354209,6401,D014842
15354209,5054,D014842
15354209,7450,D014842
22547706,3553,D012871
22547706,3553,D001170
22547706,3553,D034721
22547706,3605,D007589
22547706,3605,D001424
23634903,10397,D011471
23634903,10397,D010051
23634903,10397,D010190
22547706,3553,D018366
22547706,2921,D018366
23634903,10397,D009369
32264889,1739,D009369
19113831,354,D011471
30949053,3630,D010195
22566904,8651,D017093
22566904,8651,C563918
23898467,13917718,D011014
32233935,59272,D016638
32233935,59272,C000657245
32233935,183,D016638
32233935,183,C000657245
31797087,672,D009369
29955035,6596,D063646
29955035,6596,D009369
16781449,4843,D001102
25700381,260431,D003550
25700381,260431,D001249
27070462,7157,D007153
29557375,842,D007238
29557375,836,D007238
29557375,581,D007238
29557375,596,D007238
24186967,4624,D009205
24186967,958,D009205
24186967,920,D009205
26412311,4151,D058186
26412311,4151,D009212
24650018,3553,D005234
26412311,4282,D012206
22566904,1154,D001327
26061049,8315,D009127
26061049,51411,D009127
26061049,55738,D056735
24509439,7448,D009369
27390464,54681,D009069
29563864,598,D009410
29563864,6622,D020258
27506764,735275,C538496
27506764,96459,C538496
30062756,29126,D008382
27485030,944569,D006509
24884708,9771,D003643
32354045,60674,D013274
32354045,2475,D009369
32354045,2475,D013274
29740160,1773,C535563
30884810,673,D001523
30884810,7015,D013959
26796641,1024,D007674
26796641,1024,D015179
26796641,23097,D007674
26796641,23097,D015179
26796641,1856,D007674
26796641,1856,D015179
26796641,1499,D007674
26796641,1499,D015179
22815926,4133,D007635
22815926,6855,D007635
22815926,6855,D013119
30365064,2688,C580003
30365064,5443,C580003
30365064,5617,C580003
32359080,59272,D001102
31159885,1760,D020967
31159885,1760,C536647
21147502,2064,D013274
21147502,2064,D009369
31852336,5621,D034081
28465628,7124,D007249
32279908,59272,C000657245
32279908,59272,D007239
24080184,6548,D004194
24080184,948,D004194
30123704,2158,D009369
28277979,6615,C537985
22178269,7422,D009369
29809055,4282,D003141
25273894,5243,D015799
25273894,8714,D015799
25273894,9429,D015799
25273894,6579,D015799
26053248,916,D003711
26053248,916,D007249
32234467,3569,D006942
32234467,3569,D009232
32234467,3569,D001172
32234467,3569,D064420
32234467,3569,D007249
32234467,3569,D008180
32234467,7039,D007249
32234467,7039,D001172
32234467,7039,D008180
27596437,55512,D052536
25825024,668542,D016301
22178269,1244,D011535
26410082,5307,D009369
29937924,983,D004751
29937924,891,D004751
30349541,16187,D001327
19818716,8452,D008175
19818716,9978,D008175
19818716,8452,D009422
19818716,9817,D009422
19818716,9978,D009422
19818716,4790,D009422
19818716,9817,D006528
19818716,9817,D004938
19818716,8452,D006528
19818716,8452,D004938
32341442,59272,C000657245
32341442,183,C000657245
30349541,3562,D001327
30349541,868,D001327
28777375,598,D003643
30906313,791531,D009223
26410082,55294,D009369
26410082,2195,D009369
30282812,200186,C563168
30282812,1111,C563168
30282812,1978,C563168
20633576,6785,D008268
20633576,6785,D000013
28291107,9214,D018805
28291107,51316,D018805
21352476,891,D009410
21352476,890,D009410
21352476,57018,D009410
21352476,905,D009410
21352476,991,D009410
21352476,996,D009410
21352476,8621,D009410
21352476,79577,D009410
21352476,2353,D009410
21352476,2354,D009410
21352476,3725,D009410
21352476,3726,D009410
32291137,7291,D018805
32291137,7291,D006086
25273894,56925,D064420
29979707,10645,D007249
29979707,10645,D009369
29979707,10645,C536227
29979707,10645,D001855
29979707,4778,C563010
29979707,4778,C536778
25825024,668542,D001172
25940564,3553,D002357
30906313,2355,D009223
30906313,2353,D009223
29849496,4353,D002779
32034638,59272,C000657245
23634903,4733,D011471
23634903,3853,D011471
32226348,3558,D000506
31412075,213,D009369
31412075,213,D003920
31412075,213,D006473
31412075,2875,D009369
31412075,2875,D003920
31412075,2875,D006473
31412075,2147,D003920
31412075,2147,D006473
27222925,5354,D007249
27222925,5354,D009410
27222925,5354,D030342
26936326,10079,D005355
26936326,207,D005355
29740160,10113,C536227
22566904,8651,D003092
22566904,5897,D003092
22566904,8651,D007239
22566904,3458,D007239
22566904,8651,D007249
22566904,8651,D014376
22566904,3458,D014376
22566904,8651,D014123
22566904,3458,D014123
29849496,7166,D011658
23898467,5340,D009369
23898467,5340,D010930
23898467,13917718,C565785
23898467,13917718,D010930
23898467,13917718,D017093
23267373,6863,D052016
23267373,6863,D006261
23267373,6863,D013035
32341442,7113,D010195
31852336,5621,D009447
31274189,2539,D005955
19168076,4879,D008545
19168076,7474,D009369
25143772,100379198,D004827
25143772,100379198,D001523
28811962,4919,D021441
24186967,6357,D009203
24186967,729230,D009203
32335366,3630,D007239
32335366,3630,C000657245
32335366,3630,D003920
26936326,10079,D007249
26936326,10079,D020244
26936326,4790,D020244
26936326,10079,D002545
26936326,7124,D002545
26936326,3569,D002545
30706071,4609,D015464
29207974,1056,D003920
29207974,9451,D003920
29207974,640,D003920
29207974,8462,D003920
25700381,1080,D003550
25700381,100508689,D003550
23761016,7490,D017624
23761016,5080,D015783
31039423,387140,D020919
31039423,387140,C536572
20633576,11319,D049310
32362813,351,D000544
28465628,348,D050197
28811962,4919,D010195
28811962,930,D009369
31673964,2195,D003866
31673964,100532204,D003866
31673964,397308,D003866
31673964,397561,D003866
31673964,397537,D003866
31673964,397324,D003866
31673964,100512730,D003866
32362813,2048,D000544
32362813,2041,D009461
30987660,3880,D009369
30349541,4155,D007249
30349541,4155,D010243
30349541,4340,D007249
30349541,4340,D010243
30349541,5354,D007249
30349541,5354,D010243
32226348,51428,D003876
32226348,5133,D009369
32226348,1493,D009369
32226348,3596,D003876
32226348,3566,D003876
31541124,106455434,D003141
31274189,2539,D016780
32317153,441061,C000657245
31890722,43565,D006973
31890722,43565,D003920
29551768,898,D008107
28465628,3950,D050197
28465628,3383,D050197
28465628,6347,D050197
21147502,10327,D006816
21147502,282665,D006816
32244779,7113,D018352
25946018,3576,D002006
14710238,3558,D064420
14710238,3558,D008545
14710238,112744,D064420
14710238,112744,D008545
24080184,3329,D003920
24080184,6548,D003920
24080184,3630,D003920
24080184,948,D003920
22521993,84245,D009369
21318045,80777,D020191
21318045,91851,D020191
21318045,9734,D020191
28811962,652070,D064420
27281198,6323,D010146
27880818,6566,D007662
30062756,29126,D009362
24143102,404677,D012559
27880818,7157,D009369
28604785,100127147,D007249
28604785,100127147,D003922
28837387,4763,D012678
27790004,4512,D014456
27790004,495,D014456
22829783,4236,D012734
22829783,11338,D012734
28465628,6376,D007238
31039423,406991,D019337
20633576,9429,D012164
20633576,9429,D000080362
20633576,24,D012164
20633576,24,D000080362
27596437,7316,OMIM:614389
27596437,2597,OMIM:614389
26316238,2488,D007029
31673964,2195,D011502
30024510,22796,D015228
26410082,2064,D001943
26410082,2064,D060050
24650018,2875,D017093
24650018,4615,D009336
24650018,2875,D056486
26338969,7779,D009369
26338969,5055,D009369
26338969,10058,D009369
19818716,8452,C563003
19818716,9978,C563003
19818716,9817,C563003
19818716,3551,C563003
16781449,3458,D001102
16781449,6772,D001102
32203104,5034,D064420
22373102,9370,D050197
22373102,4982,D050197
28150320,31,D001008
28150320,31,D006948
30956762,925,D009369
30956762,5551,D009369
10579720,287,D018908
19191756,2796,D009362
19191756,2796,D011471
10579720,268,D053447
28837387,4763,D000067404
32359080,59272,D001327
26316238,2488,D010049
32264922,183,C000657245
29568308,821966,D008607
27247945,81,D007674
27247945,81,D012598
29050215,8664,D009369
29050215,2475,D009369
29050215,6009,D009369
30349541,54476,D001327
30349541,940,D001327
27790004,4513,D015535
32339777,3569,D007239
32339777,3605,D007239
27306994,1213,C565753
32339777,3605,D007249
32339777,3605,C000657245
32339777,3565,D007249
32339777,3565,C000657245
32339777,3586,D007249
32339777,3586,C000657245
32313880,5058,D001102
30796730,100532204,D018805
30796730,100532204,D012164
30796730,100532204,D001997
30796730,100532204,D004760
23468924,57369,D014947
29740160,8600,D016301
24117827,4353,D014657
24117827,4353,D009393
31114454,6317,D009369
31114454,6317,D002294
30542420,7096,D000079690
31274189,2539,D006461
26936326,4790,D005355
26936326,7124,D005355
26936326,3553,D005355
26936326,3569,D005355
25405347,7126,D006973
20139964,778,D001766
31321292,19012,D058625
31321292,5817,D058625
26716506,9564,D001523
26716506,2064,D001523
26716506,5979,D001943
26716506,5979,D001523
24160453,5770,D021081
24160453,3952,D021081
24160453,3952,D015430
24160453,3952,D050171
24143102,404677,D054144
31673964,396832,D000860
31673964,397086,D000860
31673964,396696,D000860
30282812,545,D012512
19367282,4255,D009362
19367282,4255,D008545
19367282,4255,D064420
26936326,10079,D056486
26936326,3162,D005355
26936326,3162,D056486
26936326,1432,D005355
26936326,207,D000860
26936326,6502,D000860
26936326,10079,D000860
22988441,1080,D003550
22988441,1080,D012131
25940564,7276,D007249
29740160,25,C535563
29740160,613,C535563
31797087,672,D010051
29849496,7166,D010523
21396159,3557,D007249
32097725,3635,D007239
22740686,396868,D010300
22740686,100151744,D010300
22740686,5133,D010300
25551576,11006,D019636
25551576,1437,D019636
25551576,11006,D007249
25551576,1437,D007249
32335366,59272,D012128
32335366,6524,D003920
32226348,54474,D003874
32226348,54474,D064420
20058253,1956,D008175
22815926,4133,D009410
22815926,6855,D009410
26412311,7295,D005198
30706071,2186,D006528
30706071,56925,D009369
30706071,2186,D009369
28465628,6404,D050197
20541258,2796,D017359
20541258,93659,D017359
20541258,734226,D017359
26412311,7295,D058186
26412311,4282,D058186
32310621,59272,D007239
32310621,1803,D007239
32310621,290,D007239
19191756,2796,D056828
19191756,2796,D007029
32364011,59272,C000657245
32364011,59272,D007239
31293647,302,D009369
29050215,1822,D053632
29050215,1822,D009369
32211513,10273,D013132
29104337,10678,D000275
29104337,10242,D000275
26243863,2064,D009369
31293647,3207,D002289
31293647,81704,D002289
31293647,7040,D002289
32131898,7416,D000544
28428661,2006,D013622
28428661,2006,D004240
32362813,351,D064420
32362813,1742,D064420
26852130,675,D018567
32203104,5034,D008641
32203104,5034,D000071069
32203104,5034,D020521
32203104,5034,D000755
32203104,2811,D008641
32203104,2811,D000071069
32203104,2811,D014657
32203104,2811,D020521
32203104,2811,D000755
31293647,100750225,D002289
29551768,8517,D008107
29551768,8517,D007249
30282812,142,D012512
30282812,836,D012512
24080184,9497,D006332
24080184,6548,D006332
28465628,20307,D009336
28465628,20307,D007238
28465628,4057,D003643
28465628,301,D003643
27070462,820,D009369
31114454,6317,D003643
32131898,759,D000544
21483654,23411,D015179
25430415,2099,D010024
26316238,7422,D000860
26316238,7422,D010051
26243863,3845,D015179
32203104,5034,D003920
32203104,5034,D007511
29563864,51761,D019636
30571509,10486,D001145
30571509,10486,D006333
30571509,10486,D011014
29551768,8517,D009369
29551768,898,D009369
24650018,2875,D005234
19813621,596,D009369
28777375,598,D003324
28777375,598,D009369
28777375,581,D003643
28777375,56925,D020258
28777375,598,D020258
32354045,60674,D001749
27843468,2629,D016464
27843468,2629,D005776
32354045,60674,D006323
28277979,221656,C537985
28277979,84656,C537985
28150320,31,D016584
28277979,23028,D015470
28277979,221656,D015470
21816639,9028,D009369
20541258,50649,D017359
20541258,4257,D017359
20541258,5008,D017359
20541258,386653,D017359
27125496,56925,D005198
25905096,156110,D012857
29551768,898,D007249
29955035,10855,D012509
29955035,10855,D009369
29955035,10855,D019337
32316063,2244,C000657245
29955035,10855,D009362
31324753,2064,D009369
31324753,2064,D001943
30200437,759,D005776
30200437,761,D005776
26852130,675,D061325
27171271,354,D005767
27171271,354,D006470
26852130,672,D001943
26852130,675,D001943
26852130,675,D010051
26412311,16059,D011535
24117827,5657,D007249
24117827,5657,D001172
28883914,5016,C537182
24117827,10673,D001172
24117827,7124,D001172
24117827,3553,D007249
30282812,1111,D012516
32203104,5034,D007249
26000277,7276,D002349
32203104,2152,D020246
26936326,10079,D008107
22566904,1154,D007249
28604785,100515955,D005736
28604785,100513738,D005736
30261172,13130,D003193
21318045,91851,D006689
21318045,91851,D008223
29551768,1017,D009369
